Product,Rating,MRP,Feature,RAM,OS,Brand,os,CPU Processor,Storage_Type,Storage_Capacity,RAM Type,RAM Capacity,CPU Brand
ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-A20303 Chrom...,4.0,24390.0,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty,4 GB LPDDR4 RAM,,ASUS,Windows,Other Intel Processor,SSD,512,LPDDR4,4,Intel
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,38705.0,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 5 Quad Core Processor,SSD,512,DDR4,8,AMD
Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Thin and Light Laptop,3.9,36990.0,Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20192 Years Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,Intel Core i3 Processor,HDD,1000,DDR4,8,Intel
HP OMEN 15 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,4.6,159990.0,"AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant1 Year Onsite Warranty",16 GB DDR4 RAM,64 bit Windows 10 Operating System,HP,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR4,16,AMD
ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) X415EA-EK302WS Thin and Light Laptop,4.0,34490.0,Intel Core i3 Processor (11th Gen)4 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year onsite warranty,4 GB DDR4 RAM,64 bit Windows 11 Operating System,ASUS,Windows,Intel Core i3 Processor,SSD,256,DDR4,4,Intel
ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX R...,4.4,99990.0,AMD Ryzen 9 Octa Core Processor (10th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD42.16 cm (16.6 inch) Display1 Year International Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 9 Octa Core Processor,SSD,512,DDR4,16,AMD
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.6,85990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR4,16,AMD
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,35590.0,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 3 Dual Core Processor,SSD,512,DDR4,8,AMD
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) U...,4.4,79990.0,Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Display1 Year onsite warranty,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,ASUS,Windows,Intel Core i5 Processor,SSD,512,LPDDR4X,8,Intel
Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,4.2,20990.0,Intel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4 GB LPDDR4X RAM,64 bit Windows 11 Operating System,Infinix,Windows,Other Intel Processor,SSD,128,LPDDR4X,4,Intel
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,4.9,150990.0,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 9 Octa Core Processor,SSD,1000,DDR4,16,AMD
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,4.2,39990.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,Intel Core i3 Processor,SSD,512,DDR4,8,Intel
HP 15s Intel Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 15s-du3614TU Thin and Light...,4.1,41490.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,HP,Windows,Intel Core i3 Processor,SSD,1000,DDR4,8,Intel
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 5 Hexa Core Processor,SSD,512,DDR4,8,AMD
ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Ho...,4.4,62990.0,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAMWindows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,8 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 5 Hexa Core Processor,SSD,1000,DDR4,8,AMD
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,4.1,39990.0,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",8 GB DDR4 RAM,,RedmiBook,Windows,Intel Core i5 Processor,SSD,512,DDR4,8,Intel
Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,4.5,61990.0,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office (Trial Only)1 Year Warranty + 1 Year Premium Care + 1 Year ADP,8 GB DDR4 RAM,64 bit Windows 10 Operating System,Lenovo,Windows,AMD Ryzen 5 Hexa Core Processor,SSD,512,DDR4,8,AMD
ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphi...,4.0,105990.0,"AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayOffice Home and Student, McAfee1 Year Onsite Warranty",16 GB DDR5 RAM,,ASUS,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR5,16,AMD
acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,5.0,155490.0,"Intel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) DisplayAcer Care Center, Acer Product Registration, Planet9, PredatorSense1 Year International Travelers Warranty (ITW)",16 GB DDR5 RAM,64 bit Windows 11 Operating System,acer,Windows,Intel Core i7 Processor,SSD,1000,DDR5,16,Intel
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,38705.0,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 5 Quad Core Processor,SSD,512,DDR4,8,AMD
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.6,85990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR4,16,AMD
Lenovo Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) V15-IIL Laptop,3.9,33499.0,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4 GB DDR4 RAM,64 bit Windows 10 Operating System,Lenovo,Windows,Intel Core i3 Processor,HDD,1000,DDR4,4,Intel
Infinix INBook X2 Plus Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,4.3,42990.0,Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,Infinix,Windows,Intel Core i5 Processor,SSD,512,LPDDR4X,8,Intel
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,35590.0,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 3 Dual Core Processor,SSD,512,DDR4,8,AMD
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,4.9,150990.0,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 9 Octa Core Processor,SSD,1000,DDR4,16,AMD
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-EG2009TU Thin and Light Lapt...,3.9,63990.0,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,HP,Windows,Intel Core i5 Processor,SSD,512,DDR4,8,Intel
acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.4,124990.0,Intel Core i9 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW),16 GB DDR4 RAM,64 bit Windows 11 Operating System,acer,Windows,Intel Core i9 Processor,SSD,1000,DDR4,16,Intel
ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ011W Thin and L...,4.5,21990.0,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System29.46 cm (11.6 Inch) Display1 Year Onsite warranty,4 GB DDR4 RAM,64 bit Windows 11 Operating System,ASUS,Windows,Other Intel Processor,SSD,512,DDR4,4,Intel
Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 14IGL05 Thin and Light Laptop,5.0,30100.0,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty,4 GB DDR4 RAM,64 bit Windows 10 Operating System,Lenovo,Windows,Other Intel Processor,SSD,256,DDR4,4,Intel
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,4.2,36990.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,Intel Core i3 Processor,SSD,256,DDR4,8,Intel
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,4.2,39990.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,Intel Core i3 Processor,SSD,512,DDR4,8,Intel
acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) A515-56-56LN Thin and Ligh...,4.5,61130.0,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Quick Access, Acer Product Registration, MS Office 2021 Home & Student1 Year International Travelers Warranty (ITW)",8 GB DDR4 RAM,64 bit Windows 11 Operating System,acer,Windows,Intel Core i5 Processor,SSD,1000,DDR4,8,Intel
Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 5 Hexa Core Processor,SSD,512,DDR4,8,AMD
ASUS TUF Gaming F15 Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX...,4.4,75990.0,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 10 Operating System,ASUS,Windows,Intel Core i5 Processor,SSD,1000,DDR4,8,Intel
HP Laptop with Backlit Keyboard Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fr2512tu Lapt...,4.3,46890.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,HP,Windows,Intel Core i3 Processor,SSD,512,DDR4,8,Intel
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,4.2,36990.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,Intel Core i3 Processor,SSD,256,DDR4,8,Intel
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,4.2,39990.0,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20212 Year Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,Intel Core i3 Processor,SSD,512,DDR4,8,Intel
ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ012W Thin and L...,4.0,19990.0,Intel Celeron Dual Core Processor4 GB DDR4 RAM64 bit Windows 11 Operating System29.46 cm (11.6 Inch) Display1 Year Onsite warranty,4 GB DDR4 RAM,64 bit Windows 11 Operating System,ASUS,Windows,Other Intel Processor,SSD,512,DDR4,4,Intel
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,4.1,39990.0,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",8 GB DDR4 RAM,,RedmiBook,Windows,Intel Core i5 Processor,SSD,512,DDR4,8,Intel
ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,3.8,89990.0,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,Intel Core i7 Processor,SSD,512,DDR4,16,Intel
DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) D560784WIN9S Laptop,4.0,59790.0,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 YEAR,8 GB DDR4 RAM,,DELL,Windows,Intel Core i5 Processor,SSD,512,DDR4,8,Intel
MSI Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) P...,4.1,125990.0,Intel Core i9 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display2 Year On-Site & Carry-In Warranty,16 GB DDR4 RAM,64 bit Windows 11 Operating System,MSI,Windows,Intel Core i9 Processor,SSD,1000,DDR4,16,Intel
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,38705.0,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 5 Quad Core Processor,SSD,512,DDR4,8,AMD
ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,4.6,85990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR4,16,AMD
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,4.0,149990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,16 GB DDR5 RAM,64 bit Windows 11 Operating System,ASUS,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR5,16,AMD
DELL Inspiron Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Thin and Light Lapto...,4.8,36990.0,Intel Pentium Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,DELL,Windows,Other Intel Processor,SSD,256,DDR4,8,Intel
Lenovo IdeaPad 1 Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,35590.0,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 3 Dual Core Processor,SSD,512,DDR4,8,AMD
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Win...,4.9,150990.0,AMD Ryzen 9 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home & Student1 Year Onsite Warranty,16 GB DDR4 RAM,,ASUS,Windows,AMD Ryzen 9 Octa Core Processor,SSD,1000,DDR4,16,AMD
HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop,4.2,60990.0,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 10 Operating System,HP,Windows,AMD Ryzen 7 Octa Core Processor,SSD,512,DDR4,8,AMD
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G1...,4.4,87900.0,Intel Core i5 Processor (12th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support,8 GB DDR5 RAM,64 bit Windows 11 Operating System,DELL,Windows,Intel Core i5 Processor,SSD,512,DDR5,8,Intel
Lenovo Ideapad 3 Dual Core 3020e - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,4.0,27490.0,AMD Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4 GB DDR4 RAM,64 bit Windows 10 Operating System,Lenovo,Windows,AMD Processor,HDD,1000,DDR4,4,AMD
DELL Inspiron Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3521 Thin and Light Lapto...,4.8,36990.0,Intel Pentium Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,DELL,Windows,Other Intel Processor,SSD,256,DDR4,8,Intel
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,4.0,149990.0,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,16 GB DDR5 RAM,64 bit Windows 11 Operating System,ASUS,Windows,AMD Ryzen 7 Octa Core Processor,SSD,1000,DDR5,16,AMD
RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop,4.1,39990.0,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMS Office Home & Student 2019, Mi Smart Share, DTS Audio processing1 Year Onsite Warranty",8 GB DDR4 RAM,,RedmiBook,Windows,Intel Core i5 Processor,SSD,512,DDR4,8,Intel
HP G8 Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 11 Home) 245 G8 Laptop,3.7,28999.0,AMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System1 TB HDD35.56 cm (14 inch) DisplayNA1 Year Manufacturer Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,HP,Windows,AMD Ryzen 3 Dual Core Processor,HDD,1000,DDR4,8,AMD
DELL G15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G1...,4.4,87900.0,Intel Core i5 Processor (12th Gen)8 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Premium Support,8 GB DDR5 RAM,64 bit Windows 11 Operating System,DELL,Windows,Intel Core i5 Processor,SSD,512,DDR5,8,Intel
acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/N...,4.5,117990.0,"Intel Core i7 Processor (11th Gen)16 GB DDR4 RAMWindows 10 Operating System1 TB HDD|512 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Product Registration, Planet9, PredatorSense1 Year International Travelers Warranty (ITW)",16 GB DDR4 RAM,,acer,Windows,Intel Core i7 Processor,SSD,1000,DDR4,16,Intel
Lenovo IdeaPad 1 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) 15ADA7 Thin and Light Lap...,4.2,38705.0,AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Years Onsite�Warranty,8 GB DDR4 RAM,64 bit Windows 11 Operating System,Lenovo,Windows,AMD Ryzen 5 Quad Core Processor,SSD,512,DDR4,8,AMD
Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14ITL6 Thin a...,4.0,69000.0,Intel Core i5 Processor (11th Gen)16 GB DDR4 RAMWindows 10 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20193 Years Warranty + 1 Year Premium Care + 1 Year ADP,16 GB DDR4 RAM,,Lenovo,Windows,Intel Core i5 Processor,SSD,512,DDR4,16,Intel
